Gen	X0	X50	X100	X150	X200	X250	X300	X350	X400	X450	X500	X550	X600	X650	X700	X750	X800	X850	X900	X950	X1000
G72	1	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
G73	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0
G74	1	0	1	1	1	1	1	1	0	0	1	0	0	1	0	1	0	0	1	1	0
G75	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G76	1	0	0	0	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0
G77	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	0	1	1	0	1
G78	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	0
G79	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1
G80	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G81	1	0	1	1	1	0	0	0	1	1	1	1	0	1	0	0	1	1	1	1	1
G82	0	1	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1
G83	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G84	1	1	0	1	1	1	0	1	0	0	0	1	0	1	1	1	0	0	1	1	1
G85	0	1	1	0	0	0	1	0	1	0	1	1	1	0	0	1	1	0	0	0	1
G86	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0
G87	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
G88	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	0	0	1	0	0
G89	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G90	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	0	1	0	0
G91	1	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	0	1	1
G92	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1
G93	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G94	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
G95	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G96	1	1	1	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	0	0
G97	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
G98	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G99	1	1	1	1	1	0	0	1	0	0	1	1	0	0	1	0	1	1	1	1	0
G100	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
