Gen	Regla_ID	Regla	Error	N_reguladores
G72	G72(1)	(!G76 & !G88 & !G92) | (!G73 & G76 & !G88 & G92) | (!G73 & G76 & G88 & !G92) | (G73 & !G76 & G88 & G92)	0	4
G73	G73(1)	(!G42 & !G84) | (G42 & G84) | (G40 & G84)	0	3
G74	G74(1)	(!G79 & !G85)	0	2
G75	G75(1)	(!G20 & G52)	0	2
G76	G76(1)	(!G4 & G11 & G52) | (G4 & !G11 & !G52)	0	3
G77	G77(1)	(G100) | (G62)	0	2
G78	G78(1)	(G64 & G81)	0	2
G79	G79(1)	(!G72 & !G76 & !G99)	0	3
G80	G80(1)	(!G23 & !G52)	0	2
G81	G81(1)	(!G23 & !G59) | (!G23 & G57) | (G23 & !G57 & G59) | (G57 & !G59)	0	3
G82	G82(1)	(!G29 & !G67 & !G73) | (!G29 & G67 & G73)	0	3
G83	G83(1)	(!G58 & !G98) | (G58 & !G72 & G98) | (G72 & !G98)	0	3
G84	G84(1)	(!G69 & !G71 & G97) | (!G69 & G71 & !G97 & !G99) | (G69 & G71 & G97 & !G99)	0	4
G85	G85(1)	(G15 & !G96)	0	2
G86	G86(1)	(!G67 & G81) | (G42 & !G67) | (G42 & G81)	0	3
G87	G87(1)	(G86 & !G99) | (G66 & !G86 & G99)	0	3
G88	G88(1)	(!G75 & !G77) | (!G70 & !G75)	0	3
G89	G89(1)	(G89 & G100)	0	2
G90	G90(1)	(!G58 & G98) | (G58 & !G72 & !G98) | (G72 & G98)	0	3
G91	G91(1)	(G77 & !G98)	0	2
G92	G92(1)	(!G43 & G73)	0	2
G93	G93(1)	(!G59 & G88)	0	2
G94	G94(1)	(!G73 & !G88 & G100) | (G73 & G88 & G100)	0	3
G95	G95(1)	(G37 & !G86)	0	2
G96	G96(1)	(!G82 & G84 & !G86) | (G76 & !G82 & !G86) | (G76 & !G82 & !G84) | (G76 & G82 & G84 & G86)	0	4
G97	G97(1)	(!G87) | (!G56 & G92) | (G56 & !G92)	0	3
G98	G98(1)	(!G58 & G98) | (G58 & !G72 & !G98) | (G72 & G98)	0	3
G99	G99(1)	(!G85 & !G87 & !G92 & G96) | (!G85 & G87 & !G92 & !G96) | (G85 & !G87 & !G92 & !G96)	0	4
G100	G100(1)	(!G64 & !G82 & !G87) | (G82 & G87) | (G64 & G87)	0	3
