Gen	Regla_ID	Regla	Error	N_reguladores
G52	G52(1)	(G82) | (G45 & G75)	0	3
G53	G53(1)	(G54)	0	1
G54	G54(1)	(!G75)	0	1
G55	G55(1)	(!G99) | (G91)	0	2
G56	G56(1)	(!G37 & !G86)	0	2
G57	G57(1)	(!G84 & !G85 & !G88) | (!G75 & !G85 & G88) | (G75 & G85 & G88) | (G75 & !G85 & !G88)	0	4
G58	G58(1)	(!G86) | (!G76)	0	2
G59	G59(1)	(!G22 & !G77) | (!G22 & G44) | (G22 & !G44 & G77)	0	3
G60	G60(1)	(!G39 & G70 & !G86) | (G39 & !G70)	0	3
G61	G61(1)	(!G61 & !G77) | (!G77 & G98) | (G61 & G77)	0	3
G62	G62(1)	0	0	1
G63	G63(1)	(!G59 & !G71 & G83) | (G71 & !G83) | (G59 & G71)	0	3
G64	G64(1)	(!G61 & G100)	0	2
G65	G65(1)	(!G83 & !G86 & G97 & !G98) | (G86 & !G97 & !G98) | (!G83 & G86 & !G97) | (G83 & !G86 & G98) | (G83 & G86 & !G98)	0	4
G66	G66(1)	(!G88) | (!G5)	0	2
G67	G67(1)	(G10)	0	1
G68	G68(1)	(!G96 & !G100)	0	2
G69	G69(1)	(!G86) | (!G5)	0	2
G70	G70(1)	(!G56 & !G70 & !G80) | (!G56 & G70 & G80) | (G56 & G70 & !G80)	0	3
G71	G71(1)	(!G57 & G61 & G69) | (G57 & !G61 & G69)	0	3
G72	G72(1)	(G20)	0	1
G73	G73(1)	(!G49 & !G61 & !G73) | (G61 & G73) | (G49 & G61)	0	3
G74	G74(1)	(!G55 & !G95) | (G55 & G95) | (G60 & !G95)	0	3
G75	G75(1)	(G20 & !G22)	0	2
G76	G76(1)	(!G21 & !G28 & !G73) | (!G21 & G28 & G73) | (G21 & !G28 & G73) | (G21 & G28 & !G73)	0	3
G77	G77(1)	(!G59 & !G98) | (!G59 & !G86) | (G86 & !G98) | (G59 & G86)	0	3
G78	G78(1)	(!G71 & !G88 & G92) | (G88 & !G92) | (G71 & G88)	0	3
G79	G79(1)	(!G50 & !G76 & G92) | (!G50 & G74 & G92) | (G50 & !G74 & G76 & G92) | (G50 & G74 & !G92)	0	4
G80	G80(1)	(!G82 & !G84 & G86) | (G82 & G84 & G86)	0	3
G81	G81(1)	(!G90 & G93) | (!G72 & G90 & !G93) | (G72 & !G90) | (G72 & G93)	0	3
G82	G82(1)	(!G79 & G86 & !G95) | (G79 & G95)	0	3
G83	G83(1)	(!G56 & !G61) | (!G49 & !G61) | (G56 & G61) | (G49 & G61)	0	3
G84	G84(1)	(!G86 & !G93 & !G98) | (!G73 & !G86 & !G98) | (!G73 & G86 & !G93 & G98) | (G73 & !G86 & G93 & G98) | (G73 & !G93 & !G98)	0	4
G85	G85(1)	(G79 & !G90 & G96) | (G79 & G90 & !G96)	0	3
G86	G86(1)	(!G22 & G72)	0	2
G87	G87(1)	(!G71 & !G97) | (!G71 & G86) | (G86 & !G97)	0	3
G88	G88(1)	(G82 & G96) | (G65 & !G82)	0	3
G89	G89(1)	(G81 & G89)	0	2
G90	G90(1)	(!G70 & G76) | (!G68 & G70)	0	3
G91	G91(1)	(G91 & G99)	0	2
G92	G92(1)	(!G46 & !G84 & G86) | (G84 & !G86) | (G46 & !G86) | (G46 & G84)	0	3
G93	G93(1)	(!G92 & !G97 & !G100) | (G92 & G97 & G100)	0	3
G94	G94(1)	(!G57 & G77)	0	2
G95	G95(1)	(!G60 & G76 & !G95) | (G60 & !G76 & G95)	0	3
G96	G96(1)	(!G47 & !G89 & !G97) | (G47 & G89 & !G97)	0	3
G97	G97(1)	(!G21 & !G36) | (G21 & G36)	0	2
G98	G98(1)	(!G38 & !G54 & G95) | (!G38 & G54 & !G95) | (G38 & G54 & G95)	0	3
G99	G99(1)	(G10)	0	1
G100	G100(1)	(!G53)	0	1
