Gen	Regla_ID	Regla	Error	N_reguladores
G27	G27(1)	(!G2 & !G16 & !G95) | (!G2 & G16 & G95) | (G2 & !G16 & G95) | (G2 & G16 & !G95)	0	3
G28	G28(1)	(!G51)	0	1
G29	G29(1)	(!G71 & !G87 & !G93) | (G81 & G87 & G93) | (G71 & G87 & G93)	0	4
G30	G30(1)	(!G21 & G84 & G90) | (G21 & !G90) | (G21 & !G84)	0	3
G31	G31(1)	(!G54 & G96) | (G86) | (G54 & !G96)	0	3
G32	G32(1)	(!G49 & G100) | (G49 & !G91 & !G100) | (G91 & G100)	0	3
G33	G33(1)	(G78 & G99)	0	2
G34	G34(1)	(!G58 & !G65) | (G65 & G99)	0	3
G35	G35(1)	(!G16 & !G71 & G83) | (!G16 & G71 & !G83) | (G16 & !G71 & !G83)	0	3
G36	G36(1)	(G25 & !G33)	0	2
G37	G37(1)	(!G89 & G95) | (G84 & G95)	0	3
G38	G38(1)	(!G58 & !G65) | (G65 & G99)	0	3
G39	G39(1)	(G65 & !G99) | (G58 & !G99) | (G58 & !G65)	0	3
G40	G40(1)	(!G95) | (G99)	0	2
G41	G41(1)	(G78 & G99) | (G78 & G92)	0	3
G42	G42(1)	(!G95) | (G99)	0	2
G43	G43(1)	(G68)	0	1
G44	G44(1)	(G68)	0	1
G45	G45(1)	(!G58 & !G65) | (G65 & G99)	0	3
G46	G46(1)	(G95 & !G99)	0	2
G47	G47(1)	(!G95) | (G99)	0	2
G48	G48(1)	(G90 & !G99)	0	2
G49	G49(1)	(!G91 & !G97 & G99) | (!G93 & G97 & !G99) | (!G91 & G93) | (G93 & !G97 & G99)	0	4
G50	G50(1)	(!G24 & !G27 & !G88) | (G27 & G88) | (G24 & G88) | (G24 & G27)	0	3
G51	G51(1)	(!G48)	0	1
G52	G52(1)	(!G88 & G90)	0	2
G53	G53(1)	(!G51)	0	1
G54	G54(1)	(!G71 & !G85 & G88 & G96) | (!G71 & G85 & !G88 & G96) | (!G71 & G85 & G88 & !G96) | (G71 & !G85 & !G88 & G96)	0	4
G55	G55(1)	(!G51)	0	1
G56	G56(1)	(G90)	0	1
G57	G57(1)	(G90)	0	1
G58	G58(1)	(!G93 & !G95 & G97) | (!G91 & G93 & G95 & !G97) | (G91 & !G93 & G95)	0	4
G59	G59(1)	(!G90)	0	1
G60	G60(1)	(G65 & !G99) | (G58 & !G99) | (G58 & !G65)	0	3
G61	G61(1)	(!G59 & !G95) | (!G59 & !G79) | (G59 & G79 & G95)	0	3
G62	G62(1)	(G17 & G59)	0	2
G63	G63(1)	(!G93 & !G100) | (!G90)	0	3
G64	G64(1)	(G88) | (!G17 & G77) | (G17 & !G77)	0	3
G65	G65(1)	(!G74 & !G99) | (!G54 & !G74) | (G54 & !G99)	0	3
G66	G66(1)	(!G58 & !G65) | (G65 & G99)	0	3
G67	G67(1)	(G84 & !G90) | (!G67 & G84) | (G67 & !G90)	0	3
G68	G68(1)	(!G21 & G99)	0	2
G69	G69(1)	(!G58 & !G100) | (!G16 & !G100) | (!G16 & G58) | (G16 & !G58)	0	3
G70	G70(1)	(!G67 & G75) | (G67 & G95)	0	3
G71	G71(1)	(!G79 & !G80 & !G91 & !G95) | (!G79 & G80 & G91 & G95) | (G79 & !G80 & !G91 & G95)	0	4
G72	G72(1)	(G65 & !G99) | (G58 & !G99) | (G58 & !G65)	0	3
G73	G73(1)	(!G95) | (G99)	0	2
G74	G74(1)	(!G73 & G87)	0	2
G75	G75(1)	(!G90 & G100) | (G88 & !G90) | (G88 & G100)	0	3
G76	G76(1)	(G74 & !G92) | (G74 & G99)	0	3
G77	G77(1)	(!G30 & G78 & G88) | (G30 & !G78 & !G88)	0	3
G78	G78(1)	(!G74) | (G91)	0	2
G79	G79(1)	(!G68 & !G74 & G87) | (G68 & !G74 & !G87) | (G68 & G74 & G87)	0	3
G80	G80(1)	(!G59 & !G85 & G93) | (!G59 & G85 & !G93)	0	3
G81	G81(1)	(!G87 & !G99) | (G17 & !G99)	0	3
G82	G82(1)	(!G89 & !G93 & G97) | (!G89 & G95 & !G97) | (G89 & !G93 & !G95 & !G97) | (!G93 & G95 & G97) | (G93 & G95 & !G97) | (G89 & G95 & G97)	0	4
G83	G83(1)	(!G84 & G86 & G89) | (G84 & !G86 & G89)	0	3
G84	G84(1)	(!G71 & G75 & !G83) | (G71 & !G75 & G83)	0	3
G85	G85(1)	(!G54 & G98) | (G5 & G54 & !G98)	0	3
G86	G86(1)	(G69 & G78 & G100)	0	3
G87	G87(1)	(!G62 & !G88)	0	2
G88	G88(1)	(G41 & !G90)	0	2
G89	G89(1)	(!G70 & !G76 & !G97) | (!G76 & G97 & G100) | (!G70 & !G97 & G100) | (G70 & !G76 & G97)	0	4
G90	G90(1)	(!G73) | (G81)	0	2
G91	G91(1)	(!G92 & G97 & !G98) | (!G91 & G92 & !G97) | (G91 & !G97 & G98)	0	4
G92	G92(1)	(!G9 & !G21 & G37) | (!G9 & G21 & !G37) | (G9 & !G21 & !G37) | (G9 & G21 & G37)	0	3
G93	G93(1)	(!G88 & !G91 & !G100) | (!G85 & !G88 & !G91) | (!G85 & !G88 & !G100) | (G88 & G91 & G100)	0	4
G94	G94(1)	(!G58 & !G65) | (G65 & G99)	0	3
G95	G95(1)	(!G98 & G100) | (G92 & !G98)	0	3
G96	G96(1)	(!G97 & !G99) | (!G91 & !G97 & !G100) | (!G91 & !G99) | (G91 & G99 & G100)	0	4
G97	G97(1)	(!G89 & !G91 & G97) | (!G89 & G91 & G96 & !G97) | (G89 & !G91 & !G96 & !G97)	0	4
G98	G98(1)	(!G41 & G99) | (G41 & !G65 & !G99) | (G65 & G99)	0	3
G99	G99(1)	(!G58 & !G65) | (G65 & G99)	0	3
G100	G100(1)	(!G93 & !G98) | (!G91 & G93 & G98) | (G91 & !G93) | (G91 & !G98)	0	3
