Gen	Regla_ID	Regla	Error	N_reguladores
G71	G71(1)	(!G28 & !G35 & !G84) | (G28 & !G35 & G84) | (G28 & G35 & !G84)	0	3
G72	G72(1)	(!G67) | (!G12)	0	2
G73	G73(1)	(!G48) | (G65)	0	2
G74	G74(1)	(G78 & !G88)	0	2
G75	G75(1)	(!G67) | (!G12)	0	2
G76	G76(1)	(!G28 & !G71 & !G80) | (!G28 & G71 & G80) | (G28 & !G71 & G80) | (G28 & G71 & !G80)	0	3
G77	G77(1)	(G12 & G67)	0	2
G78	G78(1)	(!G54 & G70 & G100) | (G54 & !G70 & G100) | (G54 & G70 & !G100)	0	3
G79	G79(1)	(G12 & G67)	0	2
G80	G80(1)	(!G68 & !G95 & G96) | (G68 & G95)	0	3
G81	G81(1)	(!G88 & !G96 & !G98) | (!G86 & G88 & !G96 & G98) | (!G86 & G88 & G96 & !G98) | (G86 & !G88 & !G96)	0	4
G82	G82(1)	(!G40 & G88) | (G40 & !G88 & !G97)	0	3
G83	G83(1)	(!G70 & G88) | (G65 & !G88)	0	3
G84	G84(1)	(!G27 & !G56 & !G96) | (G27 & G56 & !G96)	0	3
G85	G85(1)	(!G67 & !G85 & G87) | (G67 & !G85 & !G87) | (G67 & G85 & G87)	0	3
G86	G86(1)	(!G95 & !G98 & G100) | (!G94 & !G95 & G100) | (G94 & !G95 & !G98) | (G94 & !G98 & G100) | (G94 & G95 & G98)	0	4
G87	G87(1)	(!G97 & !G100) | (!G94 & !G97 & !G98) | (G98 & !G100) | (G94 & G98)	0	4
G88	G88(1)	(!G88 & !G92 & !G95) | (G92 & G95) | (G88 & G92)	0	3
G89	G89(1)	(!G63) | (G27)	0	2
G90	G90(1)	(!G49 & !G52)	0	2
G91	G91(1)	(!G73 & !G74 & !G81) | (!G73 & G74 & G81) | (G73 & !G74 & G81)	0	3
G92	G92(1)	(!G91 & !G98) | (G78 & !G91)	0	3
G93	G93(1)	(!G44 & !G65)	0	2
G94	G94(1)	(G96) | (G85 & !G90)	0	3
G95	G95(1)	(G48)	0	1
G96	G96(1)	(!G50 & !G84 & G100) | (G84 & !G100) | (G50 & !G100)	0	3
G97	G97(1)	(!G19 & !G69 & G80) | (!G19 & G69 & !G80) | (G19 & G69 & G80)	0	3
G98	G98(1)	(!G54 & !G55) | (!G4 & G55) | (G4 & !G55)	0	3
G99	G99(1)	(G12 & G67)	0	2
G100	G100(1)	(!G69 & G100) | (G66 & G69)	0	3
