Gen	Regla_ID	Regla	Error	N_reguladores
G41	G41(1)	(!G53 & !G80) | (!G80 & G95) | (G53 & G95)	0	3
G42	G42(1)	(!G85 & !G92 & G97) | (!G85 & G92 & !G97) | (G85 & G92 & G97)	0	3
G43	G43(1)	(!G39 & G91 & G100) | (G39 & G91 & !G100)	0	3
G44	G44(1)	(!G22 & !G58 & !G79) | (G22 & !G58 & G79) | (G22 & G58 & !G79)	0	3
G45	G45(1)	(!G47 & !G56 & G60) | (G47 & !G56 & !G60) | (G47 & G56 & G60)	0	3
G46	G46(1)	(!G90 & G94 & !G95) | (G90 & !G94 & !G95)	0	3
G47	G47(1)	(!G71 & G97) | (G83 & !G97)	0	3
G48	G48(1)	(!G64 & !G65 & !G89) | (G64 & G65 & G89)	0	3
G49	G49(1)	(!G42 & G71) | (G42 & !G71) | (!G23 & G71) | (G23 & !G71)	0	3
G50	G50(1)	(!G87 & G100) | (!G87 & G90)	0	3
G51	G51(1)	(!G87 & !G90 & !G97 & G99) | (!G87 & G90 & G97) | (G87 & !G97 & !G99) | (G87 & !G90 & G97 & G99)	0	4
G52	G52(1)	(!G79 & G85) | (G79 & G91)	0	3
G53	G53(1)	(!G87 & !G99 & G100) | (G87 & !G99 & !G100) | (G85 & !G99 & !G100) | (G85 & !G87 & !G100)	0	4
G54	G54(1)	(!G89 & !G92 & G99) | (G89 & G92)	0	3
G55	G55(1)	(!G60 & G77) | (!G60 & G71) | (G60 & !G71 & !G77)	0	3
G56	G56(1)	(!G17 & !G47) | (!G17 & !G41) | (G17 & G41 & G47)	0	3
G57	G57(1)	(!G44 & !G54 & !G93) | (!G44 & G54 & G93) | (G44 & !G54 & G93)	0	3
G58	G58(1)	(!G53 & G78) | (G53 & !G72 & !G78)	0	3
G59	G59(1)	(!G90 & !G100)	0	2
G60	G60(1)	(!G90 & !G100)	0	2
G61	G61(1)	(!G96) | (G79 & !G80)	0	3
G62	G62(1)	(!G90 & G100) | (!G78 & G90)	0	3
G63	G63(1)	(!G14 & !G56) | (!G14 & G76) | (!G56 & G76) | (G14 & G56 & !G76)	0	3
G64	G64(1)	(!G21 & !G31) | (!G21 & !G22) | (G21 & G22 & G31)	0	3
G65	G65(1)	(!G45 & !G67 & !G97) | (!G45 & G67 & G97)	0	3
G66	G66(1)	(!G97 & G100) | (!G88 & G100)	0	3
G67	G67(1)	(!G55) | (G45)	0	2
G68	G68(1)	(!G36)	0	1
G69	G69(1)	(!G60 & !G83)	0	2
G70	G70(1)	(!G27 & !G53) | (!G20 & !G27) | (G20 & !G53) | (G20 & G27)	0	3
G71	G71(1)	(!G81 & !G87 & G88 & G91) | (!G81 & G87 & !G88) | (G81 & !G87 & !G88 & G91) | (G81 & !G87 & G88 & !G91)	0	4
G72	G72(1)	(!G81 & !G85 & !G97) | (!G85 & !G88 & G97) | (!G81 & !G88 & G97) | (!G81 & G88 & !G97)	0	4
G73	G73(1)	(!G93 & G100) | (G92 & G93 & !G100)	0	3
G74	G74(1)	(!G90 & G100) | (!G78 & G90)	0	3
G75	G75(1)	(!G85 & !G88 & !G97 & !G100) | (!G85 & G88 & G97) | (G85 & !G88 & G97 & !G100) | (G85 & G88 & !G97 & G100)	0	4
G76	G76(1)	(!G83 & !G88 & !G96) | (!G80 & G83 & G88 & G96) | (G80 & !G83 & !G88) | (G80 & !G83 & !G96)	0	4
G77	G77(1)	(!G17 & !G27 & !G45) | (G17 & G45) | (G17 & G27)	0	3
G78	G78(1)	(!G40 & !G47 & G81) | (G40 & !G47 & !G81) | (G40 & G47 & G81)	0	3
G79	G79(1)	(!G87 & !G89) | (!G47 & !G89) | (G47 & G89)	0	3
G80	G80(1)	(!G70 & !G97) | (G65 & !G97) | (G65 & G70)	0	3
G81	G81(1)	(!G49 & !G79) | (G40 & G49 & G79)	0	3
G82	G82(1)	(!G90 & !G100) | (G78 & G90 & G100)	0	3
G83	G83(1)	(!G37 & !G48)	0	2
G84	G84(1)	(G36)	0	1
G85	G85(1)	(!G49 & !G64 & G67) | (!G49 & G64 & !G67) | (G49 & !G64 & !G67)	0	3
G86	G86(1)	(!G90 & G100) | (!G78 & G90)	0	3
G87	G87(1)	(!G53 & G87 & !G89) | (G53 & !G87 & G89)	0	3
G88	G88(1)	(!G39 & G72) | (G72 & G99)	0	3
G89	G89(1)	(!G7 & !G53 & !G60) | (!G7 & G53 & G60) | (G7 & !G53 & G60) | (G7 & G53 & !G60)	0	3
G90	G90(1)	(!G52 & !G96) | (!G52 & G85) | (G52 & !G85 & G96)	0	3
G91	G91(1)	(!G88 & G90) | (!G84 & G88 & !G90) | (G84 & !G88)	0	3
G92	G92(1)	(!G87 & !G93) | (!G77 & G93) | (G77 & !G93)	0	3
G93	G93(1)	(!G63 & !G65 & G80) | (G63 & !G65 & !G80)	0	3
G94	G94(1)	(G51 & !G97)	0	2
G95	G95(1)	(!G100) | (G88 & G97)	0	3
G96	G96(1)	(G92 & !G94 & G99) | (!G80 & G92 & G94 & !G99) | (G80 & !G92 & G94 & G99) | (G80 & G92 & !G94)	0	4
G97	G97(1)	(!G55 & !G79) | (!G53 & G55 & G79) | (G53 & !G55)	0	3
G98	G98(1)	(!G90 & G100) | (!G78 & G90)	0	3
G99	G99(1)	(!G57 & !G79 & !G85) | (!G57 & G79 & G85)	0	3
G100	G100(1)	(!G90 & G100) | (!G78 & G90)	0	3
