Gen	X0	X50	X100	X150	X200	X250	X300	X350	X400	X450	X500	X550	X600	X650	X700	X750	X800	X850	X900	X950	X1000
G43	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0
G44	0	1	1	1	0	1	0	1	0	1	1	0	0	0	0	0	1	0	1	0	0
G45	0	0	0	0	1	1	1	1	1	1	0	0	1	0	0	1	0	0	0	0	0
G46	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1
G47	1	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	0	0	0
G48	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
G49	1	1	0	0	1	1	1	1	1	0	0	1	0	1	1	0	0	1	0	1	1
G50	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0
G51	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1	1	0	0	0	0	1
G52	0	1	1	1	1	1	0	0	1	0	0	1	1	1	1	1	1	0	1	1	0
G53	0	0	1	1	1	1	0	0	0	0	0	1	0	0	1	1	1	1	1	0	0
G54	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0
G55	1	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0
G56	1	1	0	1	0	0	1	0	0	0	0	0	1	1	0	1	1	0	1	1	1
G57	1	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0
G58	0	1	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0
G59	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G60	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G61	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	0	1	0
G62	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G63	0	1	0	1	0	1	1	0	0	1	0	1	1	0	1	1	0	0	0	1	0
G64	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0
G65	1	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	1
G66	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
G67	0	0	1	1	0	1	1	1	1	1	1	1	0	1	0	0	1	0	0	0	0
G68	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
G69	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
G70	0	1	1	0	0	1	0	1	1	0	1	1	0	1	1	1	0	1	0	1	1
G71	0	0	0	1	1	0	1	1	1	1	0	1	0	0	0	0	1	0	1	0	0
G72	1	0	0	1	0	0	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1
G73	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	1	0	1
G74	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G75	0	1	1	1	1	1	0	0	1	0	1	1	0	0	0	0	0	1	1	0	0
G76	1	0	1	1	1	1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0
G77	0	0	0	0	1	1	0	0	1	1	0	1	1	1	1	1	0	1	1	0	0
G78	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1
G79	1	0	0	0	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1
G80	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	1	0	1	1
G81	0	1	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
G82	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G83	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
G84	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
G85	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0
G86	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G87	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
G88	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	1	0
G89	0	0	0	1	1	1	1	0	1	1	1	0	1	0	0	0	0	0	1	0	1
G90	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	1
G91	1	0	0	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	0
G92	1	0	0	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	0	0
G93	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0
G94	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
G95	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
G96	1	0	0	0	0	0	1	1	0	0	0	1	1	1	1	0	0	1	1	1	0
G97	1	1	1	1	0	1	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0
G98	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G99	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	1	0	0
G100	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
