Gen	X0	X50	X100	X150	X200	X250	X300	X350	X400	X450	X500	X550	X600	X650	X700	X750	X800	X850	X900	X950	X1000
G71	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	1
G72	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G73	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G74	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
G75	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G76	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0
G77	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G78	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1
G79	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G80	0	0	1	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1
G81	0	1	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1
G82	0	1	1	0	0	1	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0
G83	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	0
G84	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	1	0	0
G85	1	0	0	1	1	1	0	0	0	1	1	1	1	0	0	1	0	1	0	0	0
G86	1	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1
G87	0	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	1	1	0
G88	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0
G89	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
G90	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0
G91	0	0	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
G92	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1
G93	0	0	0	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0
G94	1	0	1	0	1	1	1	0	0	1	1	1	1	1	0	0	1	0	0	1	1
G95	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
G96	0	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0
G97	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	1	1
G98	1	1	1	1	1	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	0
G99	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G100	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	1
