Gen	X0	X50	X100	X150	X200	X250	X300	X350	X400	X450	X500	X550	X600	X650	X700	X750	X800	X850	X900	X950	X1000
G72	0	1	1	1	0	0	0	1	1	0	1	1	1	0	0	0	1	1	1	0	0
G73	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0
G74	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0
G75	1	0	0	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1
G76	0	0	1	0	1	0	0	1	1	1	1	0	1	0	0	0	0	1	0	0	0
G77	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G78	1	0	1	0	1	1	0	0	0	0	1	0	0	0	1	1	1	0	0	0	1
G79	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1
G80	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0
G81	1	0	1	1	0	1	0	0	0	1	0	1	1	1	0	1	1	0	0	0	0
G82	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	0	0
G83	0	0	0	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1
G84	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G85	0	0	1	1	0	0	1	1	1	0	0	0	0	0	1	0	1	0	0	1	0
G86	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G87	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G88	0	1	1	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0
G89	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0
G90	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G91	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
G92	0	1	0	1	0	0	0	0	0	0	1	1	1	1	1	0	0	1	0	0	0
G93	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0
G94	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	0	0
G95	1	1	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	1	1	0	0
G96	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	1
G97	1	1	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0
G98	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1
G99	0	0	0	0	0	1	0	0	1	0	1	1	1	0	0	0	1	1	1	0	0
G100	1	1	1	1	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	1	0
