Gen	X0	X50	X100	X150	X200	X250	X300	X350	X400	X450	X500	X550	X600	X650	X700	X750	X800	X850	X900	X950	X1000
G71	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G72	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0
G73	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0
G74	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0
G75	0	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	1	1
G76	1	0	0	0	1	1	1	0	0	1	0	0	0	0	1	0	1	1	0	1	1
G77	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	1	1	1	0	0
G78	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G79	0	0	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0	1	1	1
G80	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0
G81	1	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0
G82	0	1	1	0	1	1	1	0	0	0	1	0	1	0	1	0	0	1	1	1	1
G83	0	0	1	1	1	1	1	0	1	1	0	0	1	1	0	0	0	0	1	1	1
G84	1	1	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	1
G85	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	1	0	1	0	0
G86	0	1	0	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	0	1	1
G87	1	1	0	1	1	0	0	1	1	1	1	1	0	0	0	0	0	1	1	1	0
G88	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0	1
G89	1	0	1	1	1	1	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0
G90	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
G91	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0
G92	0	0	0	1	1	0	0	1	1	0	0	1	0	0	1	0	1	1	0	1	1
G93	0	0	1	1	1	1	0	0	1	0	1	0	1	0	1	1	1	1	1	0	1
G94	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G95	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1
G96	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0
G97	0	0	0	0	0	1	1	1	1	0	1	0	1	1	1	0	1	0	1	0	0
G98	1	1	0	1	0	0	0	0	1	1	1	1	1	0	1	0	0	1	1	1	1
G99	1	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1
G100	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
