Gen	X0	X50	X100	X150	X200	X250	X300	X350	X400	X450	X500	X550	X600	X650	X700	X750	X800	X850	X900	X950	X1000
G38	1	1	0	0	1	1	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0
G39	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0
G40	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G41	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0
G42	0	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
G43	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1
G44	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1
G45	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0	1	0	0	0	0	0
G46	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
G47	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0
G48	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
G49	0	0	1	0	1	1	1	1	1	1	1	0	0	0	1	1	0	1	0	0	0
G50	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1
G51	0	1	1	0	1	0	0	0	0	1	0	0	0	1	1	1	1	1	0	1	1
G52	0	0	1	1	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0
G53	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
G54	1	1	0	1	0	1	0	0	0	0	1	1	0	1	1	0	1	0	0	1	1
G55	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G56	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G57	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0
G58	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G59	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
G60	1	1	0	0	1	1	1	0	1	0	1	1	1	0	0	0	1	0	0	0	0
G61	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1
G62	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
G63	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G64	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G65	0	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	0	0	1
G66	1	1	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1
G67	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
G68	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	1	1
G69	0	0	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	1
G70	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1
G71	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G72	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0
G73	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0
G74	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0
G75	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0
G76	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G77	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
G78	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1
G79	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G80	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
G81	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0
G82	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0	0	0	0
G83	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
G84	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1
G85	1	1	0	1	1	0	1	1	1	1	1	1	0	0	0	0	0	1	1	0	1
G86	1	1	0	1	1	1	0	1	0	0	1	0	0	0	0	1	0	1	1	1	1
G87	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
G88	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1
G89	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1
G90	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1
G91	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
G92	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1
G93	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0
G94	0	1	1	0	1	0	0	0	0	1	0	1	0	1	1	1	1	1	0	1	0
G95	0	0	0	0	1	0	1	0	1	1	0	1	0	0	0	1	1	1	1	0	0
G96	1	0	1	1	0	0	0	1	0	0	1	1	1	1	0	1	1	1	1	0	0
G97	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
G98	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G99	0	0	1	0	0	1	1	0	0	1	1	0	0	0	1	0	1	1	1	1	0
G100	1	0	0	1	1	0	1	1	0	0	1	0	1	0	1	1	0	1	1	1	0
