Gen	Regla_ID	Regla	Error	N_reguladores
G42	G42(1)	(!G7 & !G98)	0	2
G43	G43(1)	(!G29 & !G38 & G45) | (!G29 & G38 & !G45) | (G29 & !G38 & !G45)	0	3
G44	G44(1)	(G66 & G88) | (G66 & G73)	0	3
G45	G45(1)	(!G17 & G65) | (!G17 & G54) | (G54 & G65)	0	3
G46	G46(1)	(!G19 & !G64)	0	2
G47	G47(1)	(!G49 & !G68 & G74) | (!G49 & G68 & !G74) | (G49 & G68 & G74)	0	3
G48	G48(1)	(!G98) | (G87)	0	2
G49	G49(1)	(!G86 & !G97) | (!G96 & G97) | (G86 & G97)	0	3
G50	G50(1)	(!G3 & G99)	0	2
G51	G51(1)	(!G36 & !G49) | (!G36 & G41) | (G36 & !G41 & G49) | (G41 & !G49)	0	3
G52	G52(1)	(!G65 & G74 & !G95 & !G99) | (G74 & G95 & G99) | (G65 & !G74 & !G95)	0	4
G53	G53(1)	(G45 & !G58)	0	2
G54	G54(1)	(!G43 & !G68 & G78) | (G68 & !G78) | (G43 & !G78)	0	3
G55	G55(1)	(!G97) | (G64)	0	2
G56	G56(1)	(!G64 & G97)	0	2
G57	G57(1)	(!G18 & G98)	0	2
G58	G58(1)	(!G97) | (G64)	0	2
G59	G59(1)	(G98)	0	1
G60	G60(1)	(G54 & !G91) | (G32 & !G91) | (G32 & !G54)	0	3
G61	G61(1)	(!G60 & !G93)	0	2
G62	G62(1)	(G73 & !G95 & !G100) | (G73 & G95 & G100)	0	3
G63	G63(1)	(!G44) | (G70)	0	2
G64	G64(1)	(!G97) | (G98)	0	2
G65	G65(1)	(!G87 & !G100) | (G87 & G100) | (G6)	0	3
G66	G66(1)	(!G68 & !G86) | (G91) | (G68 & G86)	0	3
G67	G67(1)	(G98)	0	1
G68	G68(1)	(!G65 & G99) | (!G65 & G91) | (G91 & G99)	0	3
G69	G69(1)	(G68 & !G85) | (!G64 & G68) | (G64 & !G85) | (G64 & !G68)	0	3
G70	G70(1)	(!G54 & G81 & G100) | (G54 & !G81 & G100) | (G54 & G81 & !G100)	0	3
G71	G71(1)	(G44 & !G70)	0	2
G72	G72(1)	(!G68 & !G81) | (!G54 & !G81) | (G54 & G68 & G81)	0	3
G73	G73(1)	(!G62 & !G88) | (!G62 & G80)	0	3
G74	G74(1)	(!G77 & !G89) | (!G77 & G85) | (G85 & !G89)	0	3
G75	G75(1)	(!G67 & !G80) | (G67 & G80)	0	2
G76	G76(1)	(!G44) | (G70)	0	2
G77	G77(1)	(!G53 & G77) | (G70 & !G77)	0	3
G78	G78(1)	(G29 & !G49)	0	2
G79	G79(1)	(G44 & !G70)	0	2
G80	G80(1)	(!G97 & !G98) | (G97 & G98)	0	2
G81	G81(1)	(!G80 & G97) | (!G70 & G80 & !G97) | (G70 & !G80)	0	3
G82	G82(1)	(!G81 & !G91 & !G97) | (G91 & G97) | (G81 & G97) | (G81 & G91)	0	3
G83	G83(1)	(G64)	0	1
G84	G84(1)	(!G85 & G91 & !G95) | (G85 & G91 & G95)	0	3
G85	G85(1)	(!G29 & !G91) | (!G91 & G99) | (G29 & G99)	0	3
G86	G86(1)	(!G77 & G89) | (G45 & G77 & !G89)	0	3
G87	G87(1)	(!G64)	0	1
G88	G88(1)	(!G93) | (!G90)	0	2
G89	G89(1)	(!G81 & !G97)	0	2
G90	G90(1)	(!G41)	0	1
G91	G91(1)	(G98)	0	1
G92	G92(1)	(!G85 & G98) | (!G74 & G85 & !G98) | (G74 & G98)	0	3
G93	G93(1)	(!G17) | (G3)	0	2
G94	G94(1)	(!G6 & !G52) | (G6 & G52 & G73)	0	3
G95	G95(1)	(!G75 & G94 & G95) | (G75 & !G94 & !G100) | (G75 & !G95 & G100)	0	4
G96	G96(1)	(!G23 & G77) | (!G23 & G66) | (G66 & G77)	0	3
G97	G97(1)	(!G91 & G98) | (!G65 & G91 & !G98) | (G65 & !G91)	0	3
G98	G98(1)	(G44 & !G70)	0	2
G99	G99(1)	(!G96 & !G100) | (!G95 & !G99 & !G100) | (G95 & !G99 & G100) | (G95 & G99 & !G100) | (G95 & G96 & G100)	0	4
G100	G100(1)	(!G88 & !G96 & G99) | (!G73 & G96 & G99) | (G73 & !G88 & G96 & !G99) | (G73 & !G96 & G99)	0	4
