Gen	Regla_ID	Regla	Error	N_reguladores
G60	G60(1)	(!G76 & !G79 & G98 & G100) | (G79 & !G98 & !G100) | (G76 & !G79 & G98 & !G100) | (G76 & G79 & G98 & G100)	0	4
G61	G61(1)	(!G58 & !G62) | (!G34 & G58 & G62)	0	3
G62	G62(1)	(!G94 & !G95 & !G97 & G98) | (G95 & G97 & G98) | (G94 & !G95 & G97 & !G98)	0	4
G63	G63(1)	(!G86 & G97) | (!G86 & G96) | (G86 & !G96 & !G97) | (G96 & G97)	0	3
G64	G64(1)	(!G64 & !G86)	0	2
G65	G65(1)	(!G33 & !G81) | (G66 & G81) | (G33 & G81)	0	3
G66	G66(1)	(!G65 & !G67 & !G83) | (G65 & G67)	0	3
G67	G67(1)	(!G36 & !G62) | (!G36 & G48) | (G36 & !G48 & G62) | (G48 & !G62)	0	3
G68	G68(1)	(!G52 & G78) | (!G52 & G71) | (G52 & !G71 & !G78)	0	3
G69	G69(1)	(!G78 & !G79 & G86 & !G90) | (!G78 & G79 & !G86 & !G90) | (!G78 & G79 & G86 & G90) | (G78 & !G79 & !G86 & !G90) | (G78 & G79 & G86 & !G90)	0	4
G70	G70(1)	(!G75 & !G95) | (!G46 & G75 & G95) | (G46 & !G75)	0	3
G71	G71(1)	(!G76 & G96) | (G75 & !G76) | (G75 & G96)	0	3
G72	G72(1)	(G24 & G98)	0	2
G73	G73(1)	(!G60 & G83) | (!G28 & G60 & !G83) | (G28 & !G60)	0	3
G74	G74(1)	(G94 & !G95) | (G76 & !G95) | (G76 & G94)	0	3
G75	G75(1)	(!G29 & !G32 & G97) | (!G29 & G32 & !G97)	0	3
G76	G76(1)	(!G75 & !G98 & G100) | (!G75 & !G87 & G100) | (G87 & G98 & !G100) | (G75 & G98 & !G100) | (G87 & !G98 & G100) | (G75 & G87 & G100)	0	4
G77	G77(1)	(!G69 & !G96 & !G98) | (G69 & G96 & G98)	0	3
G78	G78(1)	(!G23 & !G34 & G97) | (!G23 & G34 & !G97) | (G23 & G34 & G97)	0	3
G79	G79(1)	(G86) | (G84 & !G90)	0	3
G80	G80(1)	(!G90 & G96) | (G86 & !G90) | (G86 & G96)	0	3
G81	G81(1)	(!G73 & G77) | (G73 & G96)	0	3
G82	G82(1)	(!G86 & !G96) | (!G86 & G90)	0	3
G83	G83(1)	(!G61 & !G78 & !G94) | (!G61 & G78 & G94)	0	3
G84	G84(1)	(G96 & !G100) | (!G90 & G96)	0	3
G85	G85(1)	(!G90 & G96) | (G86 & !G90) | (G86 & G96)	0	3
G86	G86(1)	(!G64 & G72) | (G64 & G75)	0	3
G87	G87(1)	(G86 & !G90) | (G71 & !G90) | (G71 & G86)	0	3
G88	G88(1)	(G92) | (G86)	0	2
G89	G89(1)	(G59)	0	1
G90	G90(1)	(!G40 & !G70 & !G75) | (G70 & G75)	0	3
G91	G91(1)	(!G6 & !G90) | (G6 & G90 & !G100)	0	3
G92	G92(1)	(G54)	0	1
G93	G93(1)	(G89)	0	1
G94	G94(1)	(!G15 & !G46) | (G75)	0	3
G95	G95(1)	(!G67 & G86) | (!G43 & G67 & !G86) | (G43 & !G67) | (G43 & G86)	0	3
G96	G96(1)	(!G90 & G96) | (G86 & !G90) | (G86 & G96)	0	3
G97	G97(1)	(G7)	0	1
G98	G98(1)	(!G51 & G100) | (!G51 & G76) | (G51 & !G76 & !G100) | (G76 & G100)	0	3
G99	G99(1)	(!G96 & G98 & !G99) | (G96 & !G99 & G100) | (G96 & !G98 & G100) | (G96 & G98 & G99 & !G100)	0	4
G100	G100(1)	(!G98 & !G99 & !G100) | (!G74 & G98 & G99 & G100) | (G74 & G99 & !G100) | (G74 & G98 & !G99 & G100)	0	4
