Gen	Regla_ID	Regla	Error	N_reguladores
G71	G71(1)	(!G90 & G100) | (!G83 & G100) | (G83 & !G90)	0	3
G72	G72(1)	(!G89 & !G92 & !G99) | (G92 & !G97 & G99) | (!G89 & G97 & !G99) | (G89 & !G97 & G99)	0	4
G73	G73(1)	(!G69 & G90 & G96) | (G69 & !G90 & !G96)	0	3
G74	G74(1)	(!G59 & !G60) | (G60 & G67)	0	3
G75	G75(1)	(!G37 & !G49 & G96) | (G49 & !G96) | (G37 & !G96) | (G37 & G49)	0	3
G76	G76(1)	(!G75 & !G85) | (!G75 & G92) | (G75 & G85 & !G92)	0	3
G77	G77(1)	(!G90 & G100) | (!G83 & G100) | (G83 & !G90)	0	3
G78	G78(1)	(!G80 & !G99) | (G74 & !G99)	0	3
G79	G79(1)	(!G28 & !G61 & G69) | (G28 & G61 & G69)	0	3
G80	G80(1)	(!G90 & G96) | (!G30 & G96) | (G30 & !G90)	0	3
G81	G81(1)	(!G78 & !G91 & G95 & !G99) | (!G78 & G91 & G99) | (G78 & !G91 & !G95 & !G99) | (G78 & G91 & G95)	0	4
G82	G82(1)	(!G46 & G83 & !G97) | (G46 & !G83 & !G97)	0	3
G83	G83(1)	(!G40 & !G63) | (!G34 & !G40) | (!G34 & !G63) | (G34 & G40 & G63)	0	3
G84	G84(1)	(!G90 & G100) | (!G83 & G100) | (G83 & !G90)	0	3
G85	G85(1)	(!G72 & !G76 & !G85 & !G95) | (!G72 & !G76 & G85 & G95) | (G72 & !G76 & !G85 & G95) | (G72 & G76 & G85 & !G95)	0	4
G86	G86(1)	(!G83 & !G100) | (G90 & !G100) | (G83 & G90)	0	3
G87	G87(1)	(!G83 & !G100) | (G90 & !G100) | (G83 & G90)	0	3
G88	G88(1)	(!G19 & !G49 & G61) | (G19 & !G61) | (G19 & G49)	0	3
G89	G89(1)	(G51 & !G58 & !G82) | (G51 & G58 & G82)	0	3
G90	G90(1)	(!G83 & !G100) | (G90 & !G100) | (G83 & G90)	0	3
G91	G91(1)	(!G58)	0	1
G92	G92(1)	(!G28 & G70 & G83) | (G28 & !G83)	0	3
G93	G93(1)	(!G63 & !G96 & G100) | (!G63 & G96 & !G100)	0	3
G94	G94(1)	(!G72 & !G82 & G92) | (!G72 & G82 & !G92) | (G72 & G82 & G92)	0	3
G95	G95(1)	(!G54 & G55) | (G55 & G80)	0	3
G96	G96(1)	(!G64 & !G69 & !G95) | (G64 & G69 & !G95)	0	3
G97	G97(1)	(!G26 & !G60 & G95) | (!G26 & G60 & !G95) | (G26 & G60 & G95)	0	3
G98	G98(1)	(!G69 & !G90 & G100) | (G69 & G90 & G100)	0	3
G99	G99(1)	(!G69 & !G91 & !G97) | (!G69 & G91 & G97) | (G69 & G91 & !G97)	0	3
G100	G100(1)	(!G19 & !G48 & !G57) | (G48 & G57) | (G19 & G57)	0	3
