Gen	Regla_ID	Regla	Error	N_reguladores
G63	G63(1)	(!G42 & !G65 & G76) | (!G42 & G65 & !G76) | (G42 & !G65 & !G76) | (G42 & G65 & G76)	0	3
G64	G64(1)	(!G60 & !G72)	0	2
G65	G65(1)	(!G95 & G97 & !G98) | (!G84 & G97 & !G98) | (G95 & G97 & G98) | (G84 & G98) | (G84 & G95 & !G97)	0	4
G66	G66(1)	(!G71 & !G92 & !G99) | (G71 & G92 & !G99)	0	3
G67	G67(1)	(!G63 & !G94 & !G98) | (!G63 & G94 & G98) | (G63 & G94 & !G98)	0	3
G68	G68(1)	(!G94 & G97 & G98) | (G95 & !G97 & !G98) | (!G94 & G95 & G98) | (G94 & G95 & !G98)	0	4
G69	G69(1)	(!G65 & G94) | (G65 & !G94) | (G56)	0	3
G70	G70(1)	(!G81 & !G84 & !G95 & !G100) | (!G81 & G84 & G95 & !G100) | (G81 & !G84 & G95) | (G81 & G84 & !G95 & !G100)	0	4
G71	G71(1)	(!G95 & !G96 & !G100) | (!G96 & !G99 & G100) | (!G95 & G96 & G99 & G100) | (G95 & !G96 & G100) | (G95 & G96 & G99 & !G100)	0	4
G72	G72(1)	(!G71 & G75) | (G71 & G97)	0	3
G73	G73(1)	(!G66 & !G70 & G93) | (!G66 & G70 & !G93)	0	3
G74	G74(1)	(G97 & G99) | (G91 & !G97)	0	3
G75	G75(1)	(!G65 & G69 & !G96) | (G65 & G69 & G96)	0	3
G76	G76(1)	(!G43 & !G95) | (!G43 & G98)	0	3
G77	G77(1)	(!G91 & !G99) | (!G91 & !G97) | (G97 & !G99)	0	3
G78	G78(1)	(!G91 & !G99) | (!G91 & !G97) | (G97 & !G99)	0	3
G79	G79(1)	(!G91 & !G96) | (G91 & G96 & !G99)	0	3
G80	G80(1)	(!G43 & G73) | (!G43 & G67) | (G43 & !G67 & !G73)	0	3
G81	G81(1)	(!G43 & G79) | (!G34 & G43 & !G79) | (G34 & !G43)	0	3
G82	G82(1)	(!G63 & !G83) | (!G63 & G69) | (G63 & !G69 & G83) | (G69 & !G83)	0	3
G83	G83(1)	(!G45 & !G51) | (G51 & G100) | (G45 & G51)	0	3
G84	G84(1)	(!G9 & !G22 & G73) | (!G9 & G22 & !G73) | (G9 & !G22 & !G73)	0	3
G85	G85(1)	(G90 & !G93) | (!G88 & G90) | (G88 & !G93)	0	3
G86	G86(1)	(!G13 & !G44) | (G13 & G44)	0	2
G87	G87(1)	(G97 & G99) | (G91 & !G97)	0	3
G88	G88(1)	(G92 & G93) | (G66 & !G92)	0	3
G89	G89(1)	(G84 & !G91 & !G98)	0	3
G90	G90(1)	(!G34 & !G92) | (!G34 & G71) | (G34 & !G71 & G92)	0	3
G91	G91(1)	(!G71 & G99) | (!G70 & G99) | (G70 & !G99)	0	3
G92	G92(1)	(!G72 & !G80 & !G83) | (!G72 & G80 & G83) | (G72 & G80 & !G83)	0	3
G93	G93(1)	(G40 & G94) | (G18 & !G40 & !G94)	0	3
G94	G94(1)	(!G84 & !G94 & !G100) | (!G94 & G98 & G100) | (!G84 & G94 & !G98 & G100)	0	4
G95	G95(1)	(!G85 & !G95) | (!G75 & !G95) | (!G75 & G85)	0	3
G96	G96(1)	(!G62 & !G76 & G98) | (!G62 & G76 & !G98) | (G62 & G76 & G98)	0	3
G97	G97(1)	(!G85 & G96) | (!G68 & G85 & !G96) | (G68 & !G85) | (G68 & G96)	0	3
G98	G98(1)	(!G63 & !G95) | (G63 & G80 & G95)	0	3
G99	G99(1)	(G97 & G99) | (G91 & !G97)	0	3
G100	G100(1)	(!G80 & !G82) | (!G80 & G97) | (!G82 & G97)	0	3
