Gen	Regla_ID	Regla	Error	N_reguladores
G41	G41(1)	(!G84 & G88) | (G84 & !G88 & G99)	0	3
G42	G42(1)	(!G88 & !G99) | (!G84 & !G88) | (G84 & G88 & G99)	0	3
G43	G43(1)	(!G93 & !G98 & G99) | (!G77 & !G93 & G98 & !G99) | (G77 & !G98 & !G99) | (G77 & !G93 & G99) | (G77 & G93 & !G99)	0	4
G44	G44(1)	(!G82 & !G100) | (!G82 & G88)	0	3
G45	G45(1)	(!G90 & !G93 & G99) | (!G90 & G93 & !G98 & !G99) | (!G90 & G98 & G99) | (G90 & !G93 & !G99) | (G90 & G98 & !G99)	0	4
G46	G46(1)	(!G88 & !G99) | (!G84 & !G88) | (G84 & G88 & G99)	0	3
G47	G47(1)	(!G88) | (G37)	0	2
G48	G48(1)	(G37)	0	1
G49	G49(1)	(!G61)	0	1
G50	G50(1)	(!G84 & G88)	0	2
G51	G51(1)	(!G13 & !G88)	0	2
G52	G52(1)	(!G88) | (G37)	0	2
G53	G53(1)	(G51)	0	1
G54	G54(1)	(!G89 & !G92 & G98 & G100) | (!G89 & G92 & !G100) | (G89 & !G98 & G100)	0	4
G55	G55(1)	(!G59 & !G70) | (!G19 & !G70) | (G19 & !G59)	0	3
G56	G56(1)	(!G51)	0	1
G57	G57(1)	(!G51)	0	1
G58	G58(1)	(!G51)	0	1
G59	G59(1)	(G12 & !G14 & !G16) | (G12 & G14 & G16)	0	3
G60	G60(1)	(!G93 & G94) | (G90)	0	3
G61	G61(1)	(!G13 & !G51) | (G13 & G51)	0	2
G62	G62(1)	(G22)	0	1
G63	G63(1)	(!G16 & !G22)	0	2
G64	G64(1)	(!G60 & !G90 & !G96) | (!G60 & G90 & G96)	0	3
G65	G65(1)	(!G88 & !G99) | (!G84 & !G88) | (G84 & G88 & G99)	0	3
G66	G66(1)	(!G88 & !G99) | (!G84 & !G88) | (G84 & G88 & G99)	0	3
G67	G67(1)	(!G89 & !G98 & !G99) | (G89 & G98 & !G99)	0	3
G68	G68(1)	(!G83 & G94) | (!G83 & G85)	0	3
G69	G69(1)	(G48)	0	1
G70	G70(1)	(G85 & !G100)	0	2
G71	G71(1)	(G73 & !G85)	0	2
G72	G72(1)	(G74 & G88)	0	2
G73	G73(1)	(G74 & G88)	0	2
G74	G74(1)	(!G48)	0	1
G75	G75(1)	(!G6 & !G44) | (!G6 & G84) | (G6 & G44 & !G84)	0	3
G76	G76(1)	(!G13 & !G61)	0	2
G77	G77(1)	(!G76)	0	1
G78	G78(1)	(!G7 & !G99) | (G7 & G99) | (G2 & G99)	0	3
G79	G79(1)	(!G68 & !G78 & G99) | (!G68 & G78 & !G99)	0	3
G80	G80(1)	(!G88) | (G84)	0	2
G81	G81(1)	(!G6 & G44 & !G84) | (G6 & !G44 & !G84) | (G6 & G44 & G84)	0	3
G82	G82(1)	(G88 & G95 & G100)	0	3
G83	G83(1)	(!G35 & !G81 & !G83) | (!G35 & G81 & G83) | (G35 & !G81 & G83)	0	3
G84	G84(1)	(!G59 & G85 & G95) | (G59 & !G85 & G95)	0	3
G85	G85(1)	(!G80 & !G94) | (!G55 & !G94)	0	3
G86	G86(1)	(!G84 & !G90 & !G99) | (G84 & G99)	0	3
G87	G87(1)	(!G95 & G100) | (!G93 & G94 & G100) | (G93 & !G94 & !G95) | (G93 & !G94 & G100)	0	4
G88	G88(1)	(!G84 & G88) | (G84 & !G88 & G99)	0	3
G89	G89(1)	(G23)	0	1
G90	G90(1)	(!G88 & !G91 & !G98) | (!G88 & G91 & G98)	0	3
G91	G91(1)	(!G89 & G93 & !G100) | (G89 & !G93)	0	3
G92	G92(1)	(G83 & !G84) | (G35 & !G84)	0	3
G93	G93(1)	(!G78 & !G87 & G100) | (!G60 & !G78 & G87) | (G78 & G87 & G100) | (G60 & G78 & !G100)	0	4
G94	G94(1)	(!G78 & G85 & !G100) | (G78 & !G85 & G100)	0	3
G95	G95(1)	(!G78 & !G96 & !G100) | (!G78 & !G91 & G96 & G100) | (G78 & !G91 & !G96 & G100) | (G78 & G96 & !G100)	0	4
G96	G96(1)	(!G88 & !G99) | (!G62 & G88 & G99)	0	3
G97	G97(1)	(!G90 & !G91 & G92 & G98) | (!G90 & G91 & G92 & !G98) | (G90 & !G91 & G92 & !G98) | (G90 & G91 & !G92 & G98)	0	4
G98	G98(1)	(G91 & G95) | (G38 & !G91)	0	3
G99	G99(1)	(!G78 & G89) | (G78 & !G89) | (G35)	0	3
G100	G100(1)	(!G12 & G52 & !G80) | (G12 & !G52 & !G80) | (G12 & G52 & G80)	0	3
