Gen	X0	X50	X100	X150	X200	X250	X300	X350	X400	X450	X500	X550	X600	X650	X700	X750	X800	X850	X900	X950	X1000
G73	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0
G74	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
G75	0	0	0	0	0	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
G76	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1
G77	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0
G78	1	0	0	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1
G79	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	1	0	0	0
G80	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1
G81	0	1	1	1	0	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	1
G82	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	1	0	1
G83	1	1	1	0	1	1	1	1	1	0	0	1	1	0	0	0	0	1	1	1	1
G84	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G85	1	0	0	1	1	1	0	0	1	1	1	1	0	1	0	0	0	0	1	1	1
G86	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G87	0	0	1	1	1	0	1	1	0	0	0	1	1	1	1	0	0	1	1	1	1
G88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
G89	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0
G90	0	1	1	0	0	0	1	1	1	0	0	0	0	1	1	1	0	1	1	1	1
G91	1	1	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	1	0	0
G92	1	1	1	0	1	1	1	1	0	1	0	1	0	1	0	1	0	0	0	0	1
G93	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	1
G94	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0
G95	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
G96	0	1	1	1	0	1	0	0	0	0	1	1	1	0	0	0	0	1	1	0	1
G97	0	0	1	0	1	0	1	1	1	1	1	0	1	1	1	0	0	1	0	0	1
G98	1	0	1	1	0	1	1	0	1	0	1	1	1	0	1	0	0	0	0	1	0
G99	0	0	1	1	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0
G100	0	1	1	0	0	0	0	1	1	0	1	0	1	0	1	1	1	1	0	0	0
