Gen	Regla_ID	Regla	Error	N_reguladores
G86	G86(1)	(!G84 & G93 & G96) | (G88 & !G93 & !G96) | (G84 & G88 & !G96)	0	4
G87	G87(1)	(G82 & G83 & !G96)	0	3
G88	G88(1)	(!G25 & !G26 & !G57) | (!G25 & G26 & G57) | (G25 & G26 & !G57)	0	3
G89	G89(1)	(G77)	0	1
G90	G90(1)	(G64 & !G88 & !G99) | (G64 & G88 & G99)	0	3
G91	G91(1)	(!G40 & !G50) | (G40 & G50)	0	2
G92	G92(1)	(!G87 & G93) | (G55 & G93)	0	3
G93	G93(1)	(!G40 & !G50) | (G40 & G50)	0	2
G94	G94(1)	(G43 & G95)	0	2
G95	G95(1)	(G43)	0	1
G96	G96(1)	(!G28 & G32)	0	2
G97	G97(1)	(!G49 & !G66 & !G67) | (G66 & G67) | (G49 & G67) | (G49 & G66)	0	3
G98	G98(1)	(!G13 & G52) | (G13 & !G52 & G87)	0	3
G99	G99(1)	(!G75 & G87) | (!G75 & G81) | (G75 & !G81 & !G87)	0	3
G100	G100(1)	(!G88 & !G95 & !G100) | (!G84 & G88 & G95 & !G100) | (G84 & G95 & G100) | (G84 & G88 & G100)	0	4
