Gen	Regla_ID	Regla	Error	N_reguladores
G35	G35(1)	(!G60 & G98) | (G60 & !G96 & !G98)	0	3
G36	G36(1)	(!G52 & !G76 & !G95) | (G52 & G76 & G95)	0	3
G37	G37(1)	(!G79) | (!G48)	0	2
G38	G38(1)	(!G87 & G88 & G96) | (G87 & !G96)	0	3
G39	G39(1)	(!G55 & !G69 & !G99) | (!G55 & G69 & G99) | (G55 & G69 & !G99)	0	3
G40	G40(1)	(!G63 & !G87) | (G63 & G87 & G88)	0	3
G41	G41(1)	(!G53 & G85 & !G96) | (G53 & !G85 & !G96) | (G53 & G85 & G96)	0	3
G42	G42(1)	(!G79 & !G81 & !G96 & G100) | (!G79 & !G81 & G96 & !G100) | (G81 & G96 & G100) | (G79 & G96 & G100) | (G79 & G81 & G100)	0	4
G43	G43(1)	(!G81 & G91) | (G73 & G81)	0	3
G44	G44(1)	(!G89)	0	1
G45	G45(1)	(G64) | (G23)	0	2
G46	G46(1)	(!G40 & !G88) | (!G40 & G97) | (!G88 & G97)	0	3
G47	G47(1)	(!G39 & !G82) | (!G40 & G82) | (G40 & !G82) | (G39 & G82)	0	3
G48	G48(1)	(!G29 & !G70) | (!G29 & G40) | (G29 & !G40 & G70) | (G40 & !G70)	0	3
G49	G49(1)	(!G48 & !G56 & !G58) | (G48 & G56 & !G58)	0	3
G50	G50(1)	(G64) | (G44)	0	2
G51	G51(1)	(G91) | (G77)	0	2
G52	G52(1)	(!G82 & G87 & !G96) | (G82 & G87 & G96)	0	3
G53	G53(1)	(!G97 & !G99 & !G100) | (!G79 & !G97 & G99 & G100) | (!G79 & G97 & G99 & !G100) | (G79 & !G99 & G100)	0	4
G54	G54(1)	(!G70 & !G76 & G95) | (!G70 & G76 & !G95) | (G70 & G76 & G95)	0	3
G55	G55(1)	(!G46 & G81) | (G46 & G65)	0	3
G56	G56(1)	(!G91) | (G72)	0	2
G57	G57(1)	(!G81 & G91) | (G73 & G81)	0	3
G58	G58(1)	(!G26 & !G98 & !G99) | (G26 & !G98 & G99) | (G26 & G98 & !G99)	0	3
G59	G59(1)	(G1)	0	1
G60	G60(1)	(!G94) | (G81 & !G87)	0	3
G61	G61(1)	(!G91) | (!G88 & !G96)	0	3
G62	G62(1)	(!G81 & G91) | (G73 & G81)	0	3
G63	G63(1)	(G45 & !G72)	0	2
G64	G64(1)	(G44 & G92)	0	2
G65	G65(1)	(!G64) | (!G47 & G96)	0	3
G66	G66(1)	(G92 & G98) | (G91 & !G98)	0	3
G67	G67(1)	(!G87 & !G91 & G95) | (!G87 & G88 & G91 & !G95) | (G88 & !G91 & G95) | (G87 & G88 & G95)	0	4
G68	G68(1)	(!G96 & !G99) | (!G95) | (G96 & G99)	0	3
G69	G69(1)	(G94 & G96) | (G88 & !G96)	0	3
G70	G70(1)	(!G55 & !G70 & !G100) | (!G55 & G70 & G100) | (G55 & !G70 & G100) | (G55 & G70 & !G100)	0	3
G71	G71(1)	(!G44 & !G96) | (!G47 & G96)	0	3
G72	G72(1)	(!G69 & G89)	0	2
G73	G73(1)	(G59 & !G88)	0	2
G74	G74(1)	(G73)	0	1
G75	G75(1)	(!G92 & !G94 & G98) | (G92 & G94)	0	3
G76	G76(1)	(!G38 & G96) | (G38 & !G70 & !G96) | (G70 & G96)	0	3
G77	G77(1)	(G85 & G100)	0	2
G78	G78(1)	(G83) | (G79)	0	2
G79	G79(1)	(!G63)	0	1
G80	G80(1)	(G72)	0	1
G81	G81(1)	(!G54 & !G91 & G93) | (G54 & G91 & G93)	0	3
G82	G82(1)	(!G54 & G90 & !G99) | (G54 & G99)	0	3
G83	G83(1)	(G90 & !G95)	0	2
G84	G84(1)	(G70 & !G87)	0	2
G85	G85(1)	(!G42 & !G79 & G87) | (!G42 & G79 & !G87) | (G42 & G79 & G87)	0	3
G86	G86(1)	(!G87 & !G95) | (!G87 & G89)	0	3
G87	G87(1)	(!G24 & G26) | (G24 & !G26 & !G96) | (G26 & G96)	0	3
G88	G88(1)	(!G81 & !G86) | (!G30 & G81 & G86) | (G30 & !G81) | (G30 & !G86)	0	3
G89	G89(1)	(!G77 & !G91)	0	2
G90	G90(1)	(!G89 & !G94 & G97) | (G94 & G95 & !G97) | (G89 & !G94 & !G95 & !G97) | (!G94 & G95 & G97) | (G89 & G95 & G97)	0	4
G91	G91(1)	(!G81 & G91) | (G73 & G81)	0	3
G92	G92(1)	(G64) | (G44)	0	2
G93	G93(1)	(!G15 & !G95) | (!G15 & G42) | (G15 & !G42 & G95) | (G42 & !G95)	0	3
G94	G94(1)	(!G79) | (G92)	0	2
G95	G95(1)	(!G38 & !G40) | (!G40 & G53) | (G38 & G40 & !G53)	0	3
G96	G96(1)	(!G55) | (!G42)	0	2
G97	G97(1)	(!G30 & !G88 & G100) | (!G30 & G88 & !G100) | (G30 & G88 & G100)	0	3
G98	G98(1)	(!G17 & G38 & !G86) | (G17 & !G38 & !G86)	0	3
G99	G99(1)	(!G71 & !G91 & !G99) | (!G71 & G85 & !G99) | (G71 & !G85 & !G91 & G99) | (G71 & !G85 & G91 & !G99)	0	4
G100	G100(1)	(!G63 & G87) | (!G34 & G63 & !G87) | (G34 & G87)	0	3
