Gen	X0	X50	X100	X150	X200	X250	X300	X350	X400	X450	X500	X550	X600	X650	X700	X750	X800	X850	X900	X950	X1000
G48	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1
G49	0	0	1	1	0	0	0	0	0	1	1	0	1	0	1	0	1	0	0	0	1
G50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1
G51	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G52	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0
G53	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0
G54	1	1	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G55	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G56	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
G57	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G58	0	0	0	0	0	1	0	1	1	1	1	1	0	0	1	1	0	0	0	0	1
G59	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1
G60	1	1	0	0	1	1	0	0	0	1	1	1	0	0	1	0	1	0	0	0	1
G61	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
G62	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
G63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
G64	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0
G65	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
G66	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0
G67	1	1	0	1	1	1	1	1	0	0	0	0	1	1	0	1	1	0	1	1	0
G68	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0
G69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
G70	0	0	0	1	0	0	1	1	0	0	0	1	1	1	1	0	0	1	0	1	0
G71	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1
G72	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
G73	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
G74	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
G75	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1
G76	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
G77	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	1	1	0
G78	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G79	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G80	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0
G81	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1
G82	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
G83	1	0	0	0	1	1	0	1	0	1	0	1	0	0	0	0	1	1	0	0	0
G84	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G85	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
G86	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G87	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
G88	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
G90	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1
G91	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G92	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	0	0	0	1	0	0
G93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
G94	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0
G95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
G96	1	0	0	0	0	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0
G97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
G98	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G99	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0
G100	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	1	0	1
