Gen	X0	X50	X100	X150	X200	X250	X300	X350	X400	X450	X500	X550	X600	X650	X700	X750	X800	X850	X900	X950	X1000
G26	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0
G27	0	0	1	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	0	1
G28	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
G29	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
G31	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0
G32	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1
G33	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0
G34	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	0	0
G35	0	0	0	1	1	0	1	0	0	1	0	0	0	1	0	1	1	1	0	0	0
G36	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0
G37	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G38	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G39	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
G40	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
G41	1	0	0	1	1	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	1
G42	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
G43	1	0	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0
G44	1	1	1	1	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	1	0
G45	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
G46	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G47	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1
G48	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1
G49	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1
G50	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1
G51	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
G52	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	0	0	1
G53	0	1	1	0	0	0	1	0	1	0	1	1	0	1	0	0	1	1	1	1	1
G54	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	1	1	0	0	0	1
G55	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	1	1	1	1	1	0
G56	0	0	0	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
G57	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
G58	0	0	0	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
G59	1	0	0	0	1	0	0	0	1	0	0	0	1	1	1	1	1	0	0	1	0
G60	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1
G61	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
G62	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0
G63	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1
G64	0	0	0	1	0	0	1	1	1	1	0	0	1	0	0	0	1	1	1	1	0
G65	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	1	0	0	1
G66	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	1
G67	0	0	1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
G68	1	1	0	0	0	1	0	1	1	1	0	0	1	1	1	0	0	1	0	0	0
G69	0	1	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	0	0
G70	0	0	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0
G71	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0
G72	1	1	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	0	1	1	1
G73	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G74	1	1	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	1	1	0
G75	0	0	0	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	0	0
G76	1	0	1	0	0	1	1	0	1	1	1	0	1	0	1	1	0	0	0	1	1
G77	1	1	1	1	1	0	0	1	0	1	0	1	1	0	1	0	0	1	0	1	1
G78	1	1	0	0	1	0	1	1	1	0	0	0	1	1	0	1	1	1	1	0	0
G79	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
G80	0	1	1	0	1	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0
G81	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G82	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G83	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G84	1	1	1	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	1	0	1
G85	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1
G86	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1
G87	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
G88	1	1	1	0	0	1	1	0	1	0	0	0	0	0	1	1	1	1	0	1	0
G89	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0
G90	1	1	0	1	0	1	1	1	0	1	0	0	1	0	0	1	1	0	1	1	0
G91	0	1	0	0	0	1	1	0	0	1	1	0	1	1	0	1	0	0	1	1	1
G92	1	1	1	0	1	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0
G93	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G94	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1
G95	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	1
G96	1	0	1	1	0	1	1	1	1	0	1	1	1	1	0	0	1	1	0	1	0
G97	0	0	1	0	0	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0
G98	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	1	1
G99	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1
G100	0	1	1	1	1	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1
