Gen	Regla_ID	Regla	Error	N_reguladores
G87	G87(1)	(!G88 & !G96 & G99) | (G88 & G96 & G99)	0	3
G88	G88(1)	(!G91 & !G95 & !G96) | (G95 & G96 & !G99) | (!G91 & G95 & G96) | (!G95 & !G96 & G99) | (G91 & !G95 & G99)	0	4
G89	G89(1)	(G75 & !G80 & !G100)	0	3
G90	G90(1)	(!G87 & !G90 & !G91) | (!G87 & G88 & G90 & G91) | (G87 & !G88 & G90 & G91) | (G87 & G88 & G90 & !G91)	0	4
G91	G91(1)	(!G88 & !G98 & !G100) | (!G77 & G88 & G100) | (G77 & !G88 & !G98) | (G77 & !G98 & !G100) | (G77 & G88 & !G100) | (G88 & G98 & G100)	0	4
G92	G92(1)	(!G77 & !G90 & !G99) | (!G78 & G90 & !G99) | (G77 & G78 & G90 & G99)	0	4
G93	G93(1)	(G89) | (G38)	0	2
G94	G94(1)	(!G89 & G94) | (!G63 & G89 & !G94) | (G63 & !G89)	0	3
G95	G95(1)	(!G68 & !G77 & G84) | (!G68 & G77 & !G84)	0	3
G96	G96(1)	(!G17 & !G43) | (!G17 & !G34) | (G34 & !G43) | (G17 & G34)	0	3
G97	G97(1)	(G12 & !G23 & !G27) | (G12 & G23 & G27)	0	3
G98	G98(1)	(!G72 & !G89 & G92) | (G72 & G89 & !G92)	0	3
G99	G99(1)	(G89) | (G32)	0	2
G100	G100(1)	(!G55 & !G76) | (G55 & G76 & G96)	0	3
