Gen	Regla_ID	Regla	Error	N_reguladores
G48	G48(1)	(!G83 & !G88 & !G96 & G97) | (!G83 & G88 & !G96 & !G97) | (!G83 & G88 & G96 & G97) | (G83 & G96 & !G97) | (G83 & !G88 & G96) | (G83 & G88 & !G96 & G97)	0	4
G49	G49(1)	(!G59 & !G60 & !G95) | (!G59 & G60 & G95) | (G59 & !G60 & G95)	0	3
G50	G50(1)	(!G32 & G89) | (!G32 & G88)	0	3
G51	G51(1)	(G84) | (G67)	0	2
G52	G52(1)	(!G51 & !G56 & !G89) | (!G51 & G56 & G89) | (G51 & !G56 & G89) | (G51 & G56 & !G89)	0	3
G53	G53(1)	(G98)	0	1
G54	G54(1)	(!G85 & !G92 & !G100) | (!G85 & G92 & G100) | (G85 & G92 & !G100)	0	3
G55	G55(1)	(!G72 & !G95 & !G96) | (!G72 & !G74 & !G96) | (!G72 & G74 & G96) | (G72 & !G74 & !G95 & G96) | (G74 & G95 & G96)	0	4
G56	G56(1)	(!G10 & !G44 & G75) | (G10 & G44)	0	3
G57	G57(1)	(!G93 & !G98) | (!G90 & !G98) | (G90 & G93 & G98)	0	3
G58	G58(1)	(G61) | (G35)	0	2
G59	G59(1)	(!G53 & !G97) | (!G53 & !G64) | (G64 & !G97)	0	3
G60	G60(1)	(!G95 & !G97) | (!G95 & G98)	0	3
G61	G61(1)	(G86 & !G87)	0	2
G62	G62(1)	(G60 & !G68) | (G56 & G68)	0	3
G63	G63(1)	(!G35 & !G61)	0	2
G64	G64(1)	(!G46 & !G70) | (G46 & G70)	0	2
G65	G65(1)	(!G53)	0	1
G66	G66(1)	(!G35 & !G61)	0	2
G67	G67(1)	(!G69 & G71 & !G98) | (G69 & !G71)	0	3
G68	G68(1)	(!G16 & !G40 & G52) | (G16 & G40)	0	3
G69	G69(1)	(!G8) | (G56)	0	2
G70	G70(1)	(!G70 & !G76) | (G70 & G76) | (G65 & !G76)	0	3
G71	G71(1)	(!G74 & !G77) | (!G47 & G74 & G77) | (G47 & !G74)	0	3
G72	G72(1)	(!G53 & !G98)	0	2
G73	G73(1)	(G61) | (G35)	0	2
G74	G74(1)	(!G71 & !G74 & G90 & !G96) | (!G71 & G74 & G90 & G96) | (G71 & !G90 & !G96) | (G71 & G74 & !G90)	0	4
G75	G75(1)	(!G95 & !G100) | (!G74 & G95 & G100) | (G74 & !G95) | (G74 & !G100)	0	3
G76	G76(1)	(G71 & !G95 & G96)	0	3
G77	G77(1)	(G56) | (!G13 & G17) | (G13 & !G17)	0	3
G78	G78(1)	(G21)	0	1
G79	G79(1)	(!G68 & G83 & !G89) | (G68 & G83 & G89)	0	3
G80	G80(1)	(!G35 & !G61)	0	2
G81	G81(1)	(G61) | (G35)	0	2
G82	G82(1)	(!G51 & G62) | (G51 & !G62) | (G62 & G92)	0	3
G83	G83(1)	(!G12 & !G33) | (G12 & G33)	0	2
G84	G84(1)	(G42)	0	1
G85	G85(1)	(G24)	0	1
G86	G86(1)	(!G36 & !G51)	0	2
G87	G87(1)	(!G72 & G79)	0	2
G88	G88(1)	(!G51) | (G68)	0	2
G89	G89(1)	(G61) | (G35)	0	2
G90	G90(1)	(!G33 & !G48) | (G48 & G67) | (G33 & G48)	0	3
G91	G91(1)	(G86 & !G97)	0	2
G92	G92(1)	(!G62 & G71 & !G87) | (G62 & !G71 & !G87)	0	3
G93	G93(1)	(!G70 & !G75 & !G83) | (G70 & G75 & !G83)	0	3
G94	G94(1)	(!G26 & !G79 & G90) | (G26 & !G79 & !G90)	0	3
G95	G95(1)	(!G54 & G86 & !G96) | (G54 & !G86)	0	3
G96	G96(1)	(!G75 & !G77 & G97) | (G77 & !G93 & !G97) | (!G75 & G77 & !G97) | (!G75 & G93 & G97) | (G75 & !G93 & !G97) | (G75 & !G77 & !G97) | (G75 & G77 & !G93)	0	4
G97	G97(1)	(!G20 & !G84) | (!G4 & !G20) | (G4 & !G84) | (G4 & G20)	0	3
G98	G98(1)	(G21)	0	1
G99	G99(1)	(!G72 & !G92 & G100) | (!G72 & G92 & !G100)	0	3
G100	G100(1)	(!G92 & !G95 & !G100) | (!G93 & !G95 & G100) | (!G92 & !G93 & !G100) | (!G92 & G93 & G95 & G100) | (G93 & !G95 & !G100)	0	4
