Gen	Regla_ID	Regla	Error	N_reguladores
G30	G30(1)	(!G50 & G96) | (!G23 & G50 & !G96)	0	3
G31	G31(1)	(!G92 & !G100) | (G91 & !G92)	0	3
G32	G32(1)	(!G48 & G91) | (!G48 & G81) | (G81 & G91)	0	3
G33	G33(1)	(!G61 & !G94) | (!G55 & !G61) | (G55 & !G94)	0	3
G34	G34(1)	(!G43 & !G50) | (!G50 & G100) | (G43 & G50 & !G100)	0	3
G35	G35(1)	(!G89) | (G28)	0	2
G36	G36(1)	(G51 & !G61)	0	2
G37	G37(1)	(!G81 & !G90 & !G94) | (G90 & G94) | (G81 & G94) | (G81 & G90)	0	3
G38	G38(1)	(!G94) | (!G62)	0	2
G39	G39(1)	(!G94 & !G99) | (!G55 & !G94) | (!G55 & !G99)	0	3
G40	G40(1)	(!G94) | (G89)	0	2
G41	G41(1)	(!G94) | (G89)	0	2
G42	G42(1)	(!G48 & G77 & G100) | (G48 & !G77 & G100)	0	3
G43	G43(1)	(!G65 & !G66 & G89) | (!G65 & G66 & !G89) | (G65 & !G66 & !G68 & !G89) | (G65 & G66 & G68 & G89)	0	4
G44	G44(1)	(G34 & G67) | (G21 & !G34)	0	3
G45	G45(1)	(!G80 & G88 & !G92) | (!G80 & G83 & !G88 & G92) | (G80 & !G83 & !G88 & G92) | (G80 & G83 & !G88 & !G92) | (G80 & G83 & G88 & G92)	0	4
G46	G46(1)	(G77 & !G81 & !G94) | (G77 & G81 & G94)	0	3
G47	G47(1)	(!G2) | (G10)	0	2
G48	G48(1)	(!G51 & !G57 & G68) | (!G51 & G57 & !G68)	0	3
G49	G49(1)	(!G2 & !G6 & !G96) | (G2 & G96) | (G2 & G6)	0	3
G50	G50(1)	(!G65 & G83 & !G96) | (!G77 & G83 & G96) | (!G65 & G77 & !G96) | (G65 & !G77 & !G83 & !G96) | (G65 & G77 & !G83 & G96) | (G77 & G83 & !G96)	0	4
G51	G51(1)	(G65 & !G83 & G99) | (G65 & G83 & !G99)	0	3
G52	G52(1)	(!G80 & !G81 & !G100) | (!G80 & !G81 & !G83) | (!G80 & G83 & !G100) | (!G81 & G83 & !G100)	0	4
G53	G53(1)	(!G83 & G91 & !G92) | (G83 & !G91)	0	3
G54	G54(1)	(G75 & !G95)	0	2
G55	G55(1)	(!G63 & !G81 & !G98) | (G63 & !G81 & G98) | (G63 & G81 & !G98)	0	3
G56	G56(1)	(!G89 & G94)	0	2
G57	G57(1)	(!G87) | (G80)	0	2
G58	G58(1)	(!G89 & G94)	0	2
G59	G59(1)	(!G82 & !G96) | (G95 & !G96)	0	3
G60	G60(1)	(!G45 & !G91) | (G45 & !G67 & G91)	0	3
G61	G61(1)	(!G59 & !G100) | (!G59 & !G60)	0	3
G62	G62(1)	(!G88) | (G92)	0	2
G63	G63(1)	(G38)	0	1
G64	G64(1)	(!G92 & G97) | (G82 & G92)	0	3
G65	G65(1)	(!G90 & G94 & G99) | (G90 & !G94 & G99) | (G90 & G94 & !G99)	0	3
G66	G66(1)	(!G48 & G70 & !G100) | (G48 & !G70)	0	3
G67	G67(1)	(!G26 & G46) | (G26 & !G46 & G64)	0	3
G68	G68(1)	(!G25 & !G81) | (!G25 & !G52) | (G52 & !G81)	0	3
G69	G69(1)	(!G94) | (G89)	0	2
G70	G70(1)	(!G10 & G89)	0	2
G71	G71(1)	(!G83) | (!G48 & G88) | (G48 & !G88)	0	3
G72	G72(1)	(!G94) | (G89)	0	2
G73	G73(1)	(G92)	0	1
G74	G74(1)	(!G29) | (G95)	0	2
G75	G75(1)	(G85)	0	1
G76	G76(1)	(!G89 & G94)	0	2
G77	G77(1)	(!G68 & !G94 & !G97) | (!G65 & !G94 & G97) | (!G65 & G94 & !G97) | (G65 & !G94 & !G97) | (G65 & G68 & G94 & G97)	0	4
G78	G78(1)	(!G61 & G82)	0	2
G79	G79(1)	(!G94) | (G89)	0	2
G80	G80(1)	(!G63)	0	1
G81	G81(1)	(!G73 & G83 & !G100) | (G73 & !G83) | (G73 & G100)	0	3
G82	G82(1)	(G73 & !G77 & !G82) | (G73 & G77 & G82)	0	3
G83	G83(1)	(!G77 & !G81 & G90) | (!G68 & G77 & !G81 & !G90) | (!G68 & G77 & G81 & G90) | (G68 & !G77 & !G81) | (G68 & !G77 & G90) | (G68 & !G81 & G90)	0	4
G84	G84(1)	(!G5)	0	1
G85	G85(1)	(!G94)	0	1
G86	G86(1)	(!G94) | (G89)	0	2
G87	G87(1)	(G43) | (G35)	0	2
G88	G88(1)	(!G73) | (G23)	0	2
G89	G89(1)	(G85)	0	1
G90	G90(1)	(!G94) | (G62)	0	2
G91	G91(1)	(G83 & !G91) | (G45 & G91)	0	3
G92	G92(1)	(G5)	0	1
G93	G93(1)	(!G64 & G92)	0	2
G94	G94(1)	(!G83 & G94) | (G65 & G83)	0	3
G95	G95(1)	(!G82 & G86)	0	2
G96	G96(1)	(!G68 & G96) | (G64 & G68)	0	3
G97	G97(1)	(!G30 & !G67) | (!G30 & G94) | (G30 & G67 & !G94)	0	3
G98	G98(1)	(!G68 & G98) | (G68 & G96)	0	3
G99	G99(1)	(!G49 & !G60 & !G97) | (G49 & G60 & G97)	0	3
G100	G100(1)	(!G44 & !G52) | (!G47 & G52) | (G47 & !G52) | (G44 & G52)	0	3
